Sentences,Score
"Elle est restée silencieuse, sans réponse et le monsieur a ajouté:
-En votre pays d'adoption, Mademoiselle, je suppose que vous souhaitez que vous traitez comme
si vous étiez en anglais.",4
"Comme il vous plaira, monsieur.",4
"Mlle Mariette, je suis un homme d'affaires et plus vous devez prendre
une entreprise.",4
"Lorsque vous entendez parler de mes lèvres alors je dirais, assez de ne pas voir mon genre dans rien d'autre qu'une machine à parler, parce que, vraiment, je ne serai pas autre chose.",4
"Avec votre permission, puis, je les appellerai maintenant, mademoiselle, l'histoire d'un de nos clients.",3
-Une histoire?,4
"Oui, madame, un de nos clients.",4
Dans nos clients d'affaires bancaire pour appeler toutes nos relations.,4
"Ce fut un gentilhomme français; un scientifique, de grands talents intellectuels.",4
Un médecin.,3
-¿De Beauvais?,0
"Oui, madame, Beauvais précisément.",4
"Comme le Dr Mariette, votre père, le monsieur était de Beauvais.",4
"Et, aussi que M. Mariette, votre père, le monsieur en question était bien connue à Paris.",4
J'ai eu l'honneur de le connaître là-bas.,4
"Nos relations étaient purement commerciales, mais confidentielles.",0
"J'étais à ce moment-là dans notre maison française, et il fait ... oh, au moins vingt ans!",4
-À ce moment?,2
Puis-je demander à quelle heure il était?,3
"Je parle, mademoiselle, il y a vingt ans.",4
Il a épousé une dame anglaise ... et je suis l'un de ses administrateurs.,4
"Ses affaires, comme celles de beaucoup d'autres gentilshommes français étaient entièrement entre les mains de la Banque Tellson.",4
"De la même façon, je suis et je suis fiduciaire des scores de nos clients.",4
"Ce sont des relations d'affaires, coup manqué; il y a en eux une amitié, un intérêt particulier, ou quoi que ce soit ressemblant à un sentiment.",4
"Au cours de ma vie professionnelle, je suis passé d'un autre, de la même manière que lors de l'étape de jour client à l'autre; en un mot, je n'ai pas de sentiments.",4
Je suis une machine et rien d'autre.,4
"Et en continuant ma relation ...
Mais, monsieur, vous parlez de moi l'histoire de mon père, et maintenant il me vient que lorsque ma mère est morte, que mon père a survécu à deux ans, vous vous qui m'a emmené en Angleterre.",4
Je suis presque sûr.,4
M. Lorry a pris la petite main qui se dirigeait vers lui et respectueusement à ses lèvres.,4
"Puis, après s'être installé dans son fauteuil, il a ajouté:
Oui, madame, je l'ai fait.",4
Et cela vous convaincra que ont vraiment pas de sentiments et toutes mes relations clients sont purement des affaires.,4
"Depuis lors, il a été l'élève de la Banque Tellson et je l'ai même pas essayé de vous revoir, comme je l'étais occupé avec d'autres questions.",4
Sentimentalité!,0
"Non, je n'ai pas le temps, parce que je passe ma vie occupée déplacer d'énormes sommes d'argent.",4
"M. Lorry est revenu pour redresser la perruque, mais il n'a pas été nécessaire, et a continué:
Ainsi donc, Mademoiselle, ce qui vient d'être mentionné est l'histoire de votre père.",4
Mais maintenant viennent les différences.,0
Si votre père était pas mort quand il est mort ... Ne vous inquiétez pas!,4
"En effet, elle sursauta.",4
"Je vous en prie, a poursuivi M. Lorry moderéis qui votre agitation.",4
"Ici, il est non seulement l'entreprise.",4
"Comme je le disais ...
Mais le regard de la jeune femme est tombé en panne de telle sorte qu'il bégayant, a poursuivi:
Comme je le disais ... Si M. était pas mort Mariette, et si au lieu de mourir, avait disparu mystérieusement le silence; si elle n'a pas été difficile de deviner à quel endroit terrible avait disparu; Avait-il pas eu de si effrayant compatriote qui serait dangereux de parler doucement, même ton père, qui est, sans courir le risque d'être enfermé pour toujours dans une prison oubliée; si sa femme avait imploré le roi lui-même, la reine, la cour et même les mêmes autorités ecclésiastiques pour lui donner des nouvelles des disparus, mais toujours en vain ... alors l'histoire de votre père aurait été le même que celui malheureux homme, le docteur de Beauvais.",4
"-¡Continuad, monsieur, je vous en prie!",4
"Je vais continuer, mais ne vous manque pas de courage?",4
Tout est préférable à l'incertitude qui me ont laissé.,4
"Vous parlez calmement et sûrement, vous êtes déjà calme.",4
"Alors j'aime ajouté,
bien que son attitude semblait moins heureux que leur words.- Ceci est seulement une entreprise ... une entreprise à effectuer.",4
"Maintenant bien; Si la femme du médecin, mais une dame de grande valeur et très courageuse, a beaucoup souffert de cette cause avant que son fils est né ...
« Ce fut un enfant, monsieur, mais une fille.",4
"Eh bien, une fille.",3
Cela ne modifie pas l'entreprise.,0
"Alors Mademoiselle, la pauvre dame a tant souffert avant la naissance de sa fille, qui a été résolu sauver l'héritage de la douleur qu'elle avait souffert, et lui a fait croire que son père était mort.",4
"Ne pas, ne pas se mettre à genoux!",4
Pourquoi avez-vous mettre à genoux?,4
-Pour vous prie de me dire la vérité.,4
"Oh, monsieur, me lamenter et dites-moi la vérité!",4
-et je vais ... mais cela est rien de plus qu'une entreprise.,4
Je fais aturrulláis et je ne peux pas suivre.,4
"Si, par exemple, je dis combien ajouté neuf fois neuf pence ou shillings là-bas en vingt guinées, vous me laisserez plus calme.",4
"Sans répondre à cette question, elle a fait un effort pour se contrôler, et le mettre en garde son interlocuteur, il a hurlé:
Bien, bien.",4
Bon courage.,3
Ceci est seulement une entreprise et de bonnes affaires.,4
"Mlle Mariette, votre mère a pris la décision que je l'ai dit, et quand il est mort, le cœur brisé de douleur, et sans laisser un moment pour faire des recherches au sujet de votre père vous avez laissé à deux ans sur le chemin de grandir beau, heureux et pénalités, et sans le nuage sombre qui aurait représenté pour vous l'incertitude de ne pas savoir si votre père était encore enfermé dans un cachot et souffre encore des tortures d'être enterré vivant.",4
"Il avait l'air sympathique aux jeunes aux cheveux d'or, comme il les avait craint quelques fils d'argent.",4
"-et vous savez que vos parents avaient pas une grande fortune, il a ajouté qu'ils avaient été correctement assuré pour votre mère et vous-même.",4
"Pas de nouvelles découvertes fait de l'argent, mais ...",4
"Il a arrêté sans valeur pour continuer et après une légère pause, il ajouta:
Mais il a cependant été trouvé.",4
Vive.,0
"Très changé, sans doute, et de devenir une ruine, mais nous avons l'espoir de quelque chose de mieux.",4
Il est essentiel que vit.,4
"Votre père a été pris à la maison d'un vieux serviteur à Paris, et il va cibler.",4
"Je vous identifier, si je peux me permettre; et vous de revenir à la vie, l'amour, le devoir, le repos et le bien-être.",4
"Elle frémit, puis dit tranquillement,
-¡Voy pour voir son spectre!",4
"Ce sera leur spectre, mais pas lui!",4
"M. Lorry caressait les mains du jeune homme et dit:
Calmez-vous, mademoiselle.",4
"Maintenant, vous savez tout le bien et tout le mal.",4
"nous allons
pour rencontrer le chevalier malheureux, et après un voyage heureux en mer et sur terre, vous trouverez à ses côtés.",4
"Le jeune, dans le même ton de la voix, exclamé:
« Je suis heureux et bénéficient d'une liberté et ne m'a jamais hanté son fantôme.",4
"« Je dois vous dire quelque chose d'autre a poursuivi M. Lorry, en essayant de fixer l'attention
Lorsque le jeune man.- avait trouvé un autre nom pour son ou quelqu'un a oublié ou avait intérêt à rester ignoré.",4
"Pas besoin d'essayer maintenant de savoir, ni il raison de chercher à savoir pourquoi depuis tant d'années, il a été emprisonné, et parce qu'ils l'oublient ou parce qu'ils voulaient l'avoir enfermé jusqu'à sa

la mort.",4
Ces enquêtes seraient dangereuses.,0
"Il est préférable de ne pas parler de tout cela, au moins pendant que nous sommes en France.",4
"Je me suis, même si je suis un sujet britannique et utilisé pour Tellson Bank, avec toute l'importance que la France a la maison, j'éviter de parler et de ne pas le prendre avec moi et un rôle auquel il se rapporte.",4
"Tous les pouvoirs qui me accréditent pour résoudre ce problème, comprendre un seul mot: « ressuscité », ce qui ne veut rien dire.",4
Mais qu'est-ce que c'est que ça?,0
"Pauvre, je ne suis même pas entendu.",4
Senorita Manette!,0
"Elle était immobile et silencieuse, insensée, les yeux ouverts et fixés sur lui, comme il était une statue.",4
"Le monsieur n'a pas osé toucher, de peur de lui faire du mal, mais n'a pas tardé à crier à l'aide.",4
"Une femme est apparue en apparence sauvage et M. Lorry fait remarquer que était rouge de la tête aux pieds, comme le rouge était son chapeau, ses cheveux roux et son visage rouge et sa robe.",4
"Il a couru dans la salle, qui précède les serviteurs de l'auberge et sans beaucoup de réflexion a poussé le chevalier, l'envoyant au mur le plus proche.",4
« Ce n'est pas une femme!,4
Il pensait que M. Lorry.,4
- plus comme un homme.,4
« Que voulez-vous là à regarder?,4
Elle a pleuré la femme va les femmes de chambre.,3
- Pourquoi ne pas aller à la recherche des quedaros nécessaires au lieu de me regarder comme ça?,4
"Apportez-moi le sel puis, l'eau et le vinaigre vont!",3
"Et comme vous avez ajouté, se tournant vers M. Lorry: - podíais pas vous dire tout cela sans l'effrayer?",4
Regardez comment vous avez quitté!,4
Pâle comme la mort et dénué de sens!,4
Est-ce ce que vous appelez être un banquier?,4
"M. Lorry avait pas de réponse et humblement se tenait près du mur, oser regarder à peine, et la femme a pris les remèdes qui avaient amené les serviteurs, puis leur ordonnant de quitter si elles ne voulaient pas leur dire quelque chose de désagréable.",4
J'espère regagne bientôt le sens observé M. Lorry.,4
-Pas pour ce que vous avez fait woman.- dit la mine Pauvre!,4
"Il a dit M. Lorry espoir après une autre pause et avec la même humilité
que vous accompagnera Mlle dans son voyage Mariette en France.",4
-¡Sois un fou!,4
"crièrent les woman.- Pensez-vous que si la Providence avait
Je l'avais arrangé pour voyager par mer, je l'aurais donné naissance sur une île?",4
"Et ce fut difficile de répondre, M. Jarvis Lorry de la retraite à méditer.",4
"Chapitre V. La Taverne
Un grand tonneaux de vin sont tombés dans la rue et ont éclaté.",4
"Il est arrivé l'accident
téléchargement d'un chariot; Il a roulé un tonneau et trébucher sur le sol a été libéré des clôtures et le vin renversé, tandis que les bâtons faisaient face à une taverne, aussi énorme noix cassée.",4
Combien de personnes avaient suspendu leur travail ou la paresse d'aller boire du vin versé.,3
"pierres irrégulières et sortant de la rue, destinée, apparemment, à mutiler ceux qui les approcher, ont été la cause de plusieurs petits étangs, chacun d'entre eux j'étais entouré par des personnes qui, à genoux et ont été formés le creux de sa main, le liquide recueilli et but.",4
"D'autres se sont réunis avec des cruches et même les femmes mouchoirs trempés portaient la tête pour les tordre alors même sur la bouche ouverte des enfants, et ceux qui ne pouvaient pas attraper le précieux liquide divertis léchant des bâtons couverts à l'intérieur tabouret.",4
"Et est ainsi le désir de tout le monde de sorte que,
Alors que le vin a duré il y avait la plus grande joie dans la rue, mais une fois était pas une goutte a cessé, comme par magie, la jubilation.",4
"Tout retour à

leurs occupations et les visages cadavériques sortent des grottes sombres ont disparu de nouveau en eux.",4
"Comme le vin rouge a été renversé, il taché le sol de la rue étroite dans le quartier de San Antonio, Paris.",4
"Il y avait aussi beaucoup de mains colorées et beaucoup de visages, et ceux qui étaient diverti des bâtons léchant avec des taches rouges autour de la bouche, comme la viande Tigres repu, et il y avait même un farceur avec les doigts trempés dans la boue rouge, écrit sur le mur le mot « sang ».",4
Jour viendrait où ce vin a été versé dans les rues et dont la tache rouge aussi beaucoup de ceux qui étaient là.,4
"Rue revint à son état habituel, il a laissé un moment, et était triste, froid, sale, pleine de la maladie et de la misère, l'ignorance et la faim.",4
"Partout Vieillards pauvres, faibles et les personnes souffrant de la faim ont été vus. Les enfants étaient vieux visages et parlaient gravement.",4
La faim régnait dans le quartier comme maîtresse et a mis en garde partout ses manifestations.,4
"Les rues étaient étroites et sinueuses, sans parler sale tertres et les maisons qui vous ont été faites étaient habitées par des gens dans la misère empreints noire.",4
"Mais même après tout, il y avait beaucoup yeux brillants, les lèvres pincées et ridées front.",4
"Dans les mêmes magasins aussi mis en garde la nécessité générale, parce que dans les boucheries et les restes de viande dans les petites boulangeries et pains avait l'air grossier.",4
Parallèlement à leurs petits tavernes burent verres de vin ou de la bière et a parlé en toute confidentialité.,4
"Il n'y avait rien représenté dans un état florissant, à l'exception des armureries et des magasins qui vendaient des outils.",4
"Instruments ou armes en acier ont été brillants, ils étaient forte et abondante.",4
Rue sol inégal était manquant des trottoirs et cahoteuse.,4
"Lanternes, à de longs intervalles, suspendus à des cordes qui se croisaient d'un côté à une autre rue et le soir juste assez pour dissiper les ombres.",4
Ils étaient forte et abondante.,4
Rue sol inégal était manquant des trottoirs et cahoteuse.,4
"Lanternes, à de longs intervalles, suspendus à des cordes qui se croisaient d'un côté à une autre rue et le soir juste assez pour dissiper les ombres.",4
Ils étaient forte et abondante.,4
Rue sol inégal était manquant des trottoirs et cahoteuse.,4
"Lanternes, à de longs intervalles, suspendus à des cordes qui se croisaient d'un côté à une autre rue et le soir juste assez pour dissiper les ombres.",4
La taverne avant qui a cassé le baril dans le coin de la rue et avait l'air mieux que d'autres établissements.,4
"Le publicain a regardé la lutte boire du vin renversé sans importársele beaucoup, parce que le désordre a été causée par le déchargement du vin, a couru leur fournir un autre tonneau.",4
"Soudain, ses yeux ont surpris le farceur qui a écrit sur le mur avec ses doigts et se sont approchés avec colère, en essuyant ses mains le terrible mot que l'autre trace.",4
"Le publicain était un homme d'apparence martiale, le cou de taureau et une trentaine d'années.",4
"Il doit être tempérament de feu, parce que même si la journée a été très froid portait la veste à l'épaule en bandoulière et manches de chemise roulées jusqu'au coude.",4
La tête était couverte que par ses cheveux noirs et bouclés.,4
"Sinon, il était sombre, avait de bons yeux et le regard déterminé.",4
"Il avait l'air de bonne humeur, mais impitoyable, résolue et forte volonté.",3
"Mme Defarge, sa femme, était assis dans la tente, derrière le comptoir, quand il est venu.",4
"Elle était une grande femme, le même âge que son mari, avec les yeux attentifs qui semblait regarder quoi que ce soit, de grandes mains, orné d'anneaux, face à des caractéristiques fortes et expression de sang-froid parfait.",4
"Il semblait très clavettes et était enveloppé dans des fourrures, y compris la tête, bien que révélant des boucles d'oreilles.",4
"Elle avait devant elle le travail de tricot, mais avait mis de côté pour nettoyer les dents avec une écharde.",4
"Alors occupé Mme Defarge ne dit rien en entrant dans son mari, mais simplement toussota, et cela couplé avec un léger mouvement de ses sourcils, dit regarder son mari la commodité de ses clients,
En effet, le publicain bientôt découvert un homme d'un certain âge, accompagné d'une jeune femme qui était assise dans un coin.",4
"D'autres clients ont été

il joue, et pendant que le barman est allé derrière le comptoir a noté que le monsieur lui dit se référant à:
Ceci est notre homme.",4
"Dire elle-même qu'elle ne connaissait pas, le tavernier a cessé de parler aux trois clients qui boivent au comptoir.",4
"Comment ça va, Jaime?",4
Il a demandé à un tabernero.- vous avez déjà bu tout le vin versé?,4
"Jusqu'à la dernière goutte, Jaime a dit M. Defarge.",4
"Comme ils l'avaient fait partager son nom, Mme Defarge tousse encore et a soulevé à nouveau ses sourcils.",4
"-Peu fois observé le deuxième de trois, M. Defarge- face à ces bêtes ont une chance de goûter le goût du vin ou toute autre chose que du pain noir et la mort.",4
"Pas, Jaime?",0
"Vous avez raison, Jaime a dit M. Defarge.",4
"Après ce deuxième échange de nom, Mme Defarge tousse encore et encore haussa les sourcils.",4
"Le dernier des trois quitté le verre vide et essuyée ses lèvres, en disant:
Ces pauvres animaux ont toujours dans la bouche un goût très amer et une vie très dure, Jaime.",4
Est-ce que je dis pas d'accord?,4
"Vous avez raison, Jaime a dit M. Defarge.",4
"À ce moment-là, après le nom du troisième échange, Mme Defarge a mis les cure-dents, leva les sourcils et remua dans son siège.",4
Il est vrai qu'il murmurait ses Messieurs marido.- ... ma femme.,3
"Les trois paroissiens ont été découverts à Mme Defarge et se prosterna, auquel elle a répondu en baissant la tête et en les examinant rapidement.",4
Puis il regarda vers la taverne médiocrement et a repris son travail de tricotage.,4
Messieurs a déclaré que son mari avait regardé avec beaucoup d'attention: -La chambre meublée vous désiriez voir est au cinquième étage.,3
"L'escalier de la terrasse, laissé ... Mais maintenant, je me souviens que l'un d'entre vous connaît déjà et peut guider les autres.",4
"Au revoir, messieurs.",3
"Ils ont payé le vin qu'ils avaient bu et sont allés, et alors que le publicain regardait sa femme un vieux gentleman avancé de son coin et ont exprimé le désir de parler seul avec le tavernier.",4
"Avec grand plaisir, monsieur, dit le Defarge vers la porte.",3
La conférence a des effets très court mais décisif.,4
"Presque au premier mot, le publicain a été surpris et a dit que le plus d'attention.",4
Ce ne fut pas au bout d'une minute quand il a fait un signal affirmatif et sortit.,4
Alors le monsieur a appelé le jeune homme avec la main et les deux est bien passé.,4
Mme Defarge à tricoter et vit toujours rien.,4
M. Jarvis Lorry et Miss sont venus et ont atteint Mariette la taverne et le tavernier à l'échelle qu'il a envoyé trois paroissiens.,4
Dans l'entrée de l'escalier sombre noir publicain a chuté à un genou et a pris ses lèvres la main de la fille de son ancien maître.,4
"Ce fut une délicatesse, mais afin qu'il n'y avait rien délicat.",4
"En quelques secondes, il a subi une grande transformation, parce que son visage ne fut plus une expression de bonne humeur et de la franchise, mais le choléra de réserve et homme dangereux.",4
Il est assez grand M. Lorry dit sèchement.,4
-Il est seul?,0
murmura-t-il.,0
Qui veut être avec lui?,4
dit le barman.,4
-¿Está toujours seul?,0
Oui.,0
« Pourquoi votre désir?,1
-Pour vos besoins.,0
"Comme il était quand je l'ai vu et m'a demandé si je voulais lui
chez moi.",4
Il est donc maintenant.,4
Je -¿Está vraiment changé?,4
Je -¡Cambiado!,4
"Le publicain a claqué son poing dans le mur et blasphémé, qui était plus
M. Lorry éloquent une réponse claire.",4
"Penoso grimpait les escaliers d'une maison ancienne à Paris en notre temps, mais
alors il était encore plus.",4
"Dans chacun des débarquements il y avait beaucoup de déchets déposés par les voisins, et que la masse en décomposition vicier l'atmosphère si on pouvait à peine respirer.",4
"M. Lorry a dû arrêter deux fois avec une fenêtre donnant des barres équipées de sortie à l'environnement mefítico; Mais finalement, ils ont atteint le sommet et le publicain qui les ont précédés ont une clé de sa poche.",4
-¿Está enfermé?,0
A demandé à M. Lorry.,4
Oui Defarge dit sèchement.,0
« Pensez-vous que je dois avoir si reclus ce pauvre monsieur?,4
-Considero nécessitent des clés pour déverrouiller.,4
-Parce que?,0
"Parce qu'il a vécu si enfermé le temps, qui répugnent à la mort si cette porte est laissée ouverte.",4
-C'est possible?,0
"-C'est comme ca.
Ce dialogue a eu lieu si doucement que pas un mot parvint aux oreilles de
la jeune femme qui tremblait d'émotion et son visage exprimait une telle terreur que M. Lorry a jugé nécessaire de vous guider quelques mots pour donner des encouragements.",4
"-¡Valor, chère dame, courage!",4
Le pire sera plus dans un instant.,4
Une fois que nous avons passé cette porte.,3
Puis commencez tout le bien que vous vous apporter et tout ce que vous offrez aux malheureux.,4
Notre bon ami Defarge nous aider.,2
Allez.,0
En se penchant un des tours de l'escalier ils ont trouvé trois hommes debout devant une porte et en regardant à travers le trou de serrure.,4
En entendant les pas de ceux qui ont tourné la tête et se sont avérés être les trois paroissiens du même nom qui avait bu à la taverne.,4
"Je les ai oublié dans la surprise de votre visite, a déclaré M. Defarge.",4
"- Laissez-nous, amis.",0
Nous devons faire.,3
Les trois entreprirent la descente et a disparu.,4
"Il y avait déjà une autre porte et était sur le point d'ouvrir publicain, lorsque M. Lorry a demandé:
« Avez-vous fait à l'objet d'affichage M. Manette?",4
"Let'm voir, comme l'ont observé, mais seulement quelques-uns sont choisis.",0
« Pensez-vous qu'il est d'accord?,0
-Si je le crois.,4
Qui sont ces quelques-uns?,4
Comment choisissez-vous?,4
"-Escojo ceux qui sont de vrais hommes et qui sont appelés comme moi, Jaime.",4
"Pour autre
partie vous êtes anglais et ne me comprendre.
puis il regarda à travers un trou dans le mur et en soulevant la tête, appelé deux ou trois
Parfois, à la porte, sans autre but apparent que de faire du bruit.",4
"Avec la même intention à grand bruit, il met la clé dans la serrure et a finalement ouvert.",4
"Avant d'entrer, il a dit quelque chose et répondit d'une voix faible à l'intérieur.",4
"Puis il fit signe à barkeep

ses compagnons d'entrer et de M. Lorry prit le bras de la jeune fille, comme il a observé qu'il manquait de force.",4
Venez avec moi -dijo.- Tout cela est rien de plus ... une question d'affaires.,4
"J'ai peur, répondit-elle en secouant.",4
-De quoi?,0
Je veux dire que.,3
De mon père.,4
"Embarrassé par l'état du jeune et les signes qui l'ont fait le tavernier, M. Lorry se leva à son compagnon d'armes et la tira dans la pièce.",4
"Defarge prit la clef, enfermé à l'intérieur, tout cela avec autant de bruit qu'il le pouvait, et finalement se dirigea lentement vers la fenêtre à côté de laquelle il a arrêté.",4
"L'endroit évidemment destiné à bucher, était très sombre, car il y avait une fenêtre sur le toit seulement et était à moitié fermé.",4
"Il était donc difficile d'avancer à la faible lumière qui règne, mais bien et dos à la porte, j'étais un homme aux cheveux blancs assis sur un tabouret bas, très occupé à la fabrication de chaussures.",4
"Chapitre VI Le Cordonnier
Bonjour a dit M. Defarge regardant l'homme aux cheveux blancs qui avait la tête penchée sur son travail.",4
"Le défi leva les yeux et doucement, comme lointain, répondit le Salutation:
-Bonjour.",3
"Toujours travailler, hein?",3
"Après long silence, la tête rose blanche à nouveau et dit:
-Oui je suis en train de travailler.",4
"Et cette fois-ci, avant de faire basculer sa tête en arrière, le vieil homme regarda tabernero
avec ses yeux dérangées.",4
La faiblesse de la voix a provoqué la compassion et de la peur du temps.,4
"Ce ne fut pas une faiblesse
résultant de la perte de force, mais sans doute était due en grande partie à la fermeture et le manque d'utilisation.",4
Il était aussi faible écho d'un son très vieux.,3
"Il y avait une pause, puis le tavernier a dit:
Je souhaite ouvrir une fenêtre légèrement pour laisser plus de lumière.",4
Serez-vous capable de résister?,3
"Le cordonnier a arrêté son travail et a demandé:
« Qu'est-ce que vous dites?",4
Que si vous pouvez résister à un peu plus de lumière.,4
Je vais devoir résister si vous laissez aller.,3
"Le publicain a ouvert la fenêtre et le faisceau lumineux qui est entré dans le vieux cordonnier gauche pour voir
que ses genoux chaussures demi-fini.",4
Sur le trottoir et sur le sol étaient ses outils.,4
"Sa barbe blanche, mal coupé, le visage de succion et les yeux très lumineux.",4
"Sa chemise poitrine ouverte, exposant sa peau blanche et l'affaissement.",3
"Et lui-même et les chiffons qu'il portait, à cause de la longue détention avait acquis parchemin jaunissement.",4
Il mit la main à ses yeux pour les protéger de la lumière et vit que cela était os transparentaban.,4
"Il ne regarde la barmaid, mais juste couru mes yeux de chaque côté, comme s'il avait perdu l'habitude d'associer l'espace avec le son.",4
fin -¿Vais aujourd'hui cette paire de chaussures?,3
Defarge dit alors à M. Lorry signe à présenter.,4
« Qu'est-ce que vous dites?,0
Si vous allez terminer aujourd'hui cette paire de chaussures.,4
Cette question lui rappelait son travail à nouveau et se pencha sur elle.,4
"Alors que
avancé à la fois M. Lorry portant la main au jeune, et quand chose

un instant que étaient à côté de Defarge, le cordonnier leva les yeux.",4
"Il ne montrait aucun signe de surprise de voir quelqu'un d'autre, mais sa main à ses lèvres, puis a repris le travail.",4
-Tenéis une visite Defarge lui dis-je.,3
« Qu'est-ce que vous dites?,0
Ce qui est une visite.,3
"Regardez, ce monsieur est très intelligent chaussures.",4
"montrez-lui
la chaussure que vous faites.",4
"Prenez un camion, il a dit de donner le zapato.- maintenant ajouté, se tournant vers le cordonnier « Dites ce monsieur quel genre de chaussure est et nommez-le fait.",4
"Il y avait une longue pause, puis le pauvre homme a dit:
Je l'ai déjà oublié ce que vous me dites.",4
Je repetídmelo.,4
« Pouvez-vous décrire cette chaussure?,3
C'est la chaussure d'une dame.,4
"Une mode, bien que je ne l'ai jamais vu la mode.",4
Et le nom du cordonnier?,4
vous -¿Preguntáis mon nom?,3
dit-il après un long silence.,4
Précisément.,0
Cent cinq Tour Nord.,4
-Rien de plus?,4
Cent cinq Tour Nord.,4
Et avec un soupir de nouveau absorbé par son travail.,4
-¿Sois cordonnier?,4
Il a demandé à M. Lorry.,4
"Le défi qu'elle fixait Defarge, comme l'invitant à répondre, mais étant donné que
il n'a pas, il a dit:
Non, ce n'est pas mon travail.",4
Je l'ai appris ici.,4
J'ai appris par moi-même.,0
J'ai demandé la permission ...,4
Il fit une pause comme non résolue à poursuivre et a ajouté: la permission -Pedí à apprendre moi-même.,4
"Je l'ai eu à la fin, après de nombreuses
difficultés et depuis lors, je fais des chaussures.",4
"Et tandis que la main tendue en attendant leur retour de son travail, M. Lorry
Il a demandé, les yeux fixés sur lui:
Tu ne te souviens de moi, M. Mariette?",4
"La chaussure est tombée, tandis que le pauvre cordonnier qui lui a demandé regarda.",4
"Is not ne te souviens pas cet homme, M. Mariette?",4
"Il a demandé à M. Lorry,
Il met sa main sur le bras de Defarge.",4
-Miradlo bien.,0
Regardez-moi aussi.,0
"Ne pas revenir à votre mémoire les images de ceux qui étaient votre ancien banquier et votre serviteur, et vous vous souvenez de votre ancienne entreprise, M. Mariette?",4
"Captives de nombreuses années fixaient M. Lorry et Defarge laissez vos yeux montrent quelques éclairs de l'ancienne intelligence, mais furent bientôt assombri.",4
"Et cela se produisait à nouveau lorsque les yeux malheureux fixés sur le beau visage de la jeune fille, glissant le long du mur progressaient en tendant ses mains, dans son désir de secouer la tête contre sa poitrine que le spectre.",4
"Mais encore une fois, il a été le flash de l'intelligence.",4
"Soupirant, le cordonnier a repris ses travaux.",4
"Je -¿Lo ai reconnu, monsieur?",4
Defarge demanda doucement.,0
"Oui, pour un moment.",4
"Au début, je n'y ai pas cru possible, mais, pour un moment, j'ai pleinement reconnu le visage qui était si familier pour moi.",4
Mais Retirons-nous un peu.,4
"Young, quant à lui, avait déplacé plus près de son père et se tenait à côté de lui en
Alors qu'il était absorbé par son travail.",4
"Enfin, j'avais besoin de changer d'outil et ce faisant, ses yeux fixés sur l'extrémité de la jupe de sa fille.",4
Puis il leva les yeux et vit son visage.,4
"Les deux hommes ont été surpris, craignant que le bâtard pouvait lui faire du mal avec son couteau, mais elle leur fit signe de rester encore et ils obéirent.",4
"Il la regarda, surpris, et regarda comme si ses lèvres articuleraient quelques mots, mais il est resté silencieux.",4
"Puis, après quelques moments où sa respiration haletait avec émotion qu'il ressentait, il a dit:
-Qu'est ce que c'est?",4
"Elle prit ses mains sur ses lèvres, puis croisa les bras sur sa poitrine, comme il est le soutien de la tête de mon cher vieillard.",4
Isn't're la fille du geôlier?,4
il a demandé.,4
"Non, dit la jeune femme avec un soupir.",4
"Qui êtes-vous, alors?",4
"N'osant répondre, elle était assise sur le banc à côté de son père,
qu'elle reculait, mais elle posa sa main sur son bras.",4
"commotion étrange sur lui, et en laissant de côté la lame fixaient à l'apparition.",4
"Le jeune, cheveux aux cheveux d'or dans de longues bouclettes, est tombé sur son cou mince et le vieil homme, avançant lentement la main, toucha doucement les brins d'or, mais la lumière un instant juste briller dans son intelligence a été éteint, et donner soupirant, il navigue à nouveau en mer dans leur travail.",4
Mais pas pour longtemps.,4
"Elle posa sa main sur son épaule et, après doutant que, en effet, l'apparence était réelle, mis à part le travail, la main au cou et en sortit un cordon noirci d'où pendait un vieux sac en tissu.",4
"Il l'ouvrit avec le plus grand soin, au-dessus du genou, puis vu qu'il contenait des cheveux; seulement deux ou trois brins d'or, qui, plus d'une fois ses doigts entourent.",4
"Il a repris les cheveux des jeunes et murmura:
-Comment est-ce possible?",4
Ils sont les mêmes.,0
Quand est-ce arrivé?,0
Comment?,4
"Sur sa concentration du front, il a mis en garde ses idées.",4
"Tout à coup, il a pris la tête de la jeune fille, est revenu à la lumière et regarda plus
attention.",4
"Cette nuit-là quand j'ai appelé, elle posa sa tête sur mon épaule ...",3
"J'avais
peur de sortir, mais je ne crains rien ... et quand je l'ai enfermé dans la tour nord, je l'ai trouvé caché dans sa manche.",4
Est-ce que je vous laisse le garder?,4
"Vous ne pouvez pas aider à faciliter l'évasion de mon corps, mais laisser mon esprit de quitter.",3
"J'ai dit ces mots, je me souviens. parfaitement.",4
"Ces mots formés sur ses lèvres plusieurs fois avant de prononcer le pouvoir, mais quand il l'a fait, il a publié de manière cohérente, quoique lentement.",4
Comment cela peut-il être?,4
Vos étiez-vous?,0
"Encore une fois les téléspectateurs ont été alarmés cette scène, parce qu'il avait tourné à la jeune fille avec une rapidité extraordinaire.",4
"Mais la jeune fille assise tranquillement et leur dit doucement,
Je vous en prie, messieurs, que vous approchez pas et ne sera pas bientôt ébranlé même.",4
Quelle voix est-ce?,4
Il fit le vieillard.,4
"En prononçant ces mots libérés ses cheveux blancs est méso, mais
rassurant ensuite gardé son sac, mais en regardant encore jeune.",4
